X,y
93.2366852683993,4.46241555782011
49.44835393230689,3.8080987357918725
42.57792202435595,3.8254639100770067
70.7504736286065,4.290334234096089
16.398170068861162,2.933315863570325
54.00060311797395,3.9092003233377537
23.63252905381007,3.072757875334981
15.711544478783711,2.846145972669483
47.05859870216226,3.6405341083242613
50.08184186282806,3.7879016752898185
35.02265794961041,3.5416204356615153
97.18376033338679,4.739477915360196
60.80153258579144,4.058801751513039
75.81434974262085,4.402346780559656
91.45884971371599,4.286574729768291
1.0767742660047097,0.05884237295043291
47.13555083774329,3.695957424668285
22.381379232827914,2.9712361103521006
72.16315778268495,4.37794890276256
54.714086706621124,4.077132776434908
50.12014030784548,3.9561949936611853
71.90590313508885,4.287129084961748
42.95266553313335,3.87077264869788
5.090191163938529,1.5437552369944825
50.00017465749574,3.866241006601914
60.54142368062463,3.9135701960087017
82.16509522733674,4.251856234993142
57.848615062264116,4.029840503167424
70.50444767066008,4.302315181920231
57.65511910071622,3.9905801523074174
51.21876701930177,3.946865691250563
38.2612406201997,3.6754164054382215
99.81660931923042,4.47210687071848
55.36351079718106,3.8714963284902337
97.39870565898748,4.513851750882955
75.11320571334365,4.32611544085273
68.8600562765515,4.126060224203129
55.98625130742177,3.793642651745043
73.66637588894291,4.434443680930031
32.00467711452569,3.460121151805843
